timestamp,reconstruction_error,is_anomaly,inferred_type
2024-11-01 02:25:00,8.491185,True,Token/Cost Anomaly
2024-11-01 02:30:00,8.45129,True,Token/Cost Anomaly
2024-11-01 02:35:00,8.528419,True,Token/Cost Anomaly
2024-11-01 02:40:00,8.496441,True,Token/Cost Anomaly
2024-11-01 02:45:00,8.547499,True,Token/Cost Anomaly
2024-11-01 02:50:00,8.436097,True,Token/Cost Anomaly
2024-11-01 02:55:00,8.455747,True,Token/Cost Anomaly
2024-11-01 03:00:00,8.473049,True,Token/Cost Anomaly
2024-11-01 03:05:00,8.481354,True,Token/Cost Anomaly
2024-11-01 03:10:00,8.499047,True,Token/Cost Anomaly
2024-11-01 03:15:00,8.506803,True,Token/Cost Anomaly
2024-11-01 03:20:00,8.50723,True,Token/Cost Anomaly
2024-11-01 03:25:00,8.496652,True,Token/Cost Anomaly
2024-11-01 03:30:00,8.501166,True,Token/Cost Anomaly
2024-11-01 03:35:00,8.502415,True,Token/Cost Anomaly
2024-11-01 03:40:00,8.5212755,True,Token/Cost Anomaly
2024-11-01 03:45:00,8.571398,True,Token/Cost Anomaly
2024-11-01 03:50:00,8.613353,True,Token/Cost Anomaly
2024-11-01 03:55:00,8.622764,True,Token/Cost Anomaly
2024-11-01 04:00:00,8.619052,True,Token/Cost Anomaly
2024-11-01 04:05:00,10.097011,True,Token/Cost Anomaly
2024-11-01 04:10:00,10.12345,True,Token/Cost Anomaly
2024-11-01 04:15:00,10.112971,True,Token/Cost Anomaly
2024-11-01 04:20:00,10.110555,True,Token/Cost Anomaly
2024-11-01 04:25:00,10.11025,True,Token/Cost Anomaly
2024-11-01 04:30:00,10.114371,True,Token/Cost Anomaly
2024-11-01 04:35:00,10.116098,True,Token/Cost Anomaly
2024-11-01 04:40:00,10.123537,True,Token/Cost Anomaly
2024-11-01 04:45:00,10.128373,True,Token/Cost Anomaly
2024-11-01 04:50:00,10.116582,True,Token/Cost Anomaly
2024-11-01 04:55:00,10.112007,True,Token/Cost Anomaly
2024-11-01 05:00:00,10.117439,True,Token/Cost Anomaly
2024-11-01 05:05:00,10.120115,True,Token/Cost Anomaly
2024-11-01 05:10:00,10.123839,True,Token/Cost Anomaly
2024-11-01 05:15:00,10.120803,True,Token/Cost Anomaly
2024-11-01 05:20:00,10.11665,True,Token/Cost Anomaly
2024-11-01 05:25:00,10.1115465,True,Token/Cost Anomaly
2024-11-01 05:30:00,10.116264,True,Token/Cost Anomaly
2024-11-01 05:35:00,10.130866,True,Token/Cost Anomaly
2024-11-01 05:40:00,10.065629,True,Token/Cost Anomaly
2024-11-01 05:45:00,10.068546,True,Token/Cost Anomaly
2024-11-01 05:50:00,10.0568495,True,Token/Cost Anomaly
2024-11-01 05:55:00,10.064123,True,Token/Cost Anomaly
2024-11-01 06:00:00,10.061085,True,Token/Cost Anomaly
2024-11-01 06:05:00,10.054822,True,Token/Cost Anomaly
2024-11-01 06:10:00,10.040093,True,Token/Cost Anomaly
2024-11-01 06:15:00,10.029221,True,Token/Cost Anomaly
2024-11-01 06:20:00,10.035316,True,Token/Cost Anomaly
2024-11-01 06:25:00,10.005896,True,Token/Cost Anomaly
2024-11-01 06:30:00,10.003965,True,Token/Cost Anomaly
2024-11-01 06:35:00,10.00039,True,Token/Cost Anomaly
2024-11-01 06:40:00,10.001944,True,Token/Cost Anomaly
2024-11-01 06:45:00,9.986019,True,Token/Cost Anomaly
2024-11-01 06:50:00,9.984384,True,Token/Cost Anomaly
2024-11-01 06:55:00,10.131695,True,Token/Cost Anomaly
2024-11-01 07:00:00,9.876739,True,Token/Cost Anomaly
2024-11-01 07:05:00,9.860511,True,Token/Cost Anomaly
2024-11-01 07:10:00,9.847258,True,Token/Cost Anomaly
2024-11-01 07:15:00,9.844951,True,Token/Cost Anomaly
2024-11-01 07:20:00,9.84111,True,Token/Cost Anomaly
2024-11-01 07:25:00,9.836943,True,Token/Cost Anomaly
2024-11-01 07:30:00,9.798114,True,Token/Cost Anomaly
2024-11-01 07:35:00,9.79918,True,Token/Cost Anomaly
2024-11-01 07:40:00,9.79415,True,Token/Cost Anomaly
2024-11-01 07:45:00,9.787323,True,Token/Cost Anomaly
2024-11-01 07:50:00,9.75401,True,Token/Cost Anomaly
2024-11-01 07:55:00,9.730867,True,Token/Cost Anomaly
2024-11-01 08:00:00,9.718521,True,Token/Cost Anomaly
2024-11-01 08:05:00,9.671813,True,Token/Cost Anomaly
2024-11-01 08:10:00,9.649905,True,Token/Cost Anomaly
2024-11-01 08:15:00,9.717701,True,Token/Cost Anomaly
2024-11-01 08:20:00,9.852239,True,Token/Cost Anomaly
2024-11-08 08:00:00,31.753803,True,Latency Anomaly
2024-11-08 08:05:00,63.503853,True,Latency Anomaly
2024-11-08 08:10:00,94.2573,True,Latency Anomaly
2024-11-08 08:15:00,127.12061,True,Latency Anomaly
2024-11-08 08:20:00,157.42961,True,Latency Anomaly
2024-11-08 08:25:00,189.25342,True,Latency Anomaly
2024-11-08 08:30:00,221.01256,True,Latency Anomaly
2024-11-08 08:35:00,252.16978,True,Latency Anomaly
2024-11-08 08:40:00,283.02505,True,Latency Anomaly
2024-11-08 08:45:00,315.39474,True,Latency Anomaly
2024-11-08 08:50:00,345.8091,True,Latency Anomaly
2024-11-08 08:55:00,377.83444,True,Latency Anomaly
2024-11-08 09:00:00,408.57355,True,Latency Anomaly
2024-11-08 09:05:00,438.0692,True,Latency Anomaly
2024-11-08 09:10:00,470.3937,True,Latency Anomaly
2024-11-08 09:15:00,500.85403,True,Latency Anomaly
2024-11-08 09:20:00,531.3764,True,Latency Anomaly
2024-11-08 09:25:00,562.31104,True,Latency Anomaly
2024-11-08 09:30:00,593.6292,True,Latency Anomaly
2024-11-08 09:35:00,625.064,True,Latency Anomaly
2024-11-08 09:40:00,656.41455,True,Latency Anomaly
2024-11-08 09:45:00,686.91437,True,Latency Anomaly
2024-11-08 09:50:00,719.1348,True,Latency Anomaly
2024-11-08 09:55:00,749.85754,True,Latency Anomaly
2024-11-08 10:00:00,781.4571,True,Latency Anomaly
2024-11-08 10:05:00,814.37665,True,Latency Anomaly
2024-11-08 10:10:00,845.6683,True,Latency Anomaly
2024-11-08 10:15:00,876.035,True,Latency Anomaly
2024-11-08 10:20:00,906.6859,True,Latency Anomaly
2024-11-08 10:25:00,937.47736,True,Latency Anomaly
2024-11-08 10:30:00,967.47253,True,Latency Anomaly
2024-11-08 10:35:00,997.2881,True,Latency Anomaly
2024-11-08 10:40:00,1027.4432,True,Latency Anomaly
2024-11-08 10:45:00,1057.4403,True,Latency Anomaly
2024-11-08 10:50:00,1089.5968,True,Latency Anomaly
2024-11-08 10:55:00,1121.92,True,Latency Anomaly
2024-11-08 11:00:00,1153.5991,True,Latency Anomaly
2024-11-08 11:05:00,1184.3981,True,Latency Anomaly
2024-11-08 11:10:00,1216.1099,True,Latency Anomaly
2024-11-08 11:15:00,1247.0692,True,Latency Anomaly
2024-11-08 11:20:00,1277.7887,True,Latency Anomaly
2024-11-08 11:25:00,1309.211,True,Latency Anomaly
2024-11-08 11:30:00,1340.9285,True,Latency Anomaly
2024-11-08 11:35:00,1371.0962,True,Latency Anomaly
2024-11-08 11:40:00,1400.643,True,Latency Anomaly
2024-11-08 11:45:00,1433.0271,True,Latency Anomaly
2024-11-08 11:50:00,1464.2987,True,Latency Anomaly
2024-11-08 11:55:00,1494.2418,True,Latency Anomaly
2024-11-08 12:00:00,1494.0885,True,Latency Anomaly
2024-11-08 12:05:00,1493.9784,True,Latency Anomaly
2024-11-08 12:10:00,1493.8992,True,Latency Anomaly
2024-11-08 12:15:00,1493.8713,True,Latency Anomaly
2024-11-08 12:20:00,1493.8483,True,Latency Anomaly
2024-11-08 12:25:00,1493.8192,True,Latency Anomaly
2024-11-08 12:30:00,1493.7776,True,Latency Anomaly
2024-11-08 12:35:00,1493.7136,True,Latency Anomaly
2024-11-08 12:40:00,1493.6636,True,Latency Anomaly
2024-11-08 12:45:00,1493.6115,True,Latency Anomaly
2024-11-08 12:50:00,1493.5469,True,Latency Anomaly
2024-11-08 12:55:00,1493.4904,True,Latency Anomaly
2024-11-08 13:00:00,1493.4352,True,Latency Anomaly
2024-11-08 13:05:00,1493.382,True,Latency Anomaly
2024-11-08 13:10:00,1493.3403,True,Latency Anomaly
2024-11-08 13:15:00,1493.3192,True,Latency Anomaly
2024-11-08 13:20:00,1493.2898,True,Latency Anomaly
2024-11-08 13:25:00,1493.2886,True,Latency Anomaly
2024-11-08 13:30:00,1493.3472,True,Latency Anomaly
2024-11-08 13:35:00,1493.3734,True,Latency Anomaly
2024-11-08 13:40:00,1493.3766,True,Latency Anomaly
2024-11-08 13:45:00,1493.3757,True,Latency Anomaly
2024-11-08 13:50:00,1493.4501,True,Latency Anomaly
2024-11-08 13:55:00,1493.5254,True,Latency Anomaly
2024-11-08 14:00:00,1462.7074,True,Latency Anomaly
2024-11-08 14:05:00,1430.9685,True,Latency Anomaly
2024-11-08 14:10:00,1400.1545,True,Latency Anomaly
2024-11-08 14:15:00,1367.2783,True,Latency Anomaly
2024-11-08 14:20:00,1336.9507,True,Latency Anomaly
2024-11-08 14:25:00,1305.1174,True,Latency Anomaly
2024-11-08 14:30:00,1273.3676,True,Latency Anomaly
2024-11-08 14:35:00,1242.2257,True,Latency Anomaly
2024-11-08 14:40:00,1211.3961,True,Latency Anomaly
2024-11-08 14:45:00,1179.0519,True,Latency Anomaly
2024-11-08 14:50:00,1148.6682,True,Latency Anomaly
2024-11-08 14:55:00,1116.636,True,Latency Anomaly
2024-11-08 15:00:00,1085.8843,True,Latency Anomaly
2024-11-08 15:05:00,1056.4127,True,Latency Anomaly
2024-11-08 15:10:00,1024.0878,True,Latency Anomaly
