timestamp,reconstruction_error,inferred_type_multi
2024-11-21 01:55:00,1.6047164,Latency Anomaly
2024-11-21 02:00:00,1.6147741,Latency Anomaly
2024-11-21 02:05:00,1.6394914,Latency Anomaly
2024-11-21 02:10:00,1.6425662,Latency Anomaly
2024-11-21 02:15:00,1.663217,Latency Anomaly
2024-11-21 02:20:00,1.7514219,Latency Anomaly
2024-11-21 02:25:00,1.7649813,Latency Anomaly
2024-11-21 02:30:00,1.7938005,Latency Anomaly
2024-11-21 02:35:00,1.80791,Latency Anomaly
2024-11-21 02:40:00,1.8364989,Latency Anomaly
2024-11-21 02:45:00,1.8966329,Latency Anomaly
2024-11-21 02:50:00,1.995376,Latency Anomaly
2024-11-21 02:55:00,2.0484846,Latency Anomaly
2024-11-21 03:00:00,2.0677881,Latency Anomaly
2024-11-21 03:05:00,2.08813,Latency Anomaly
2024-11-21 03:10:00,2.141459,Latency Anomaly
2024-11-21 03:15:00,2.157807,Latency Anomaly
2024-11-21 03:20:00,2.1644285,Latency Anomaly
2024-11-21 03:25:00,2.1936662,Latency Anomaly
2024-11-21 03:30:00,2.2144783,Latency Anomaly
2024-11-21 03:35:00,2.2364852,Latency Anomaly
2024-11-21 03:40:00,2.256297,Latency Anomaly
2024-11-21 03:45:00,2.2682986,Latency Anomaly
2024-11-21 03:50:00,2.3042352,Latency Anomaly
2024-11-21 03:55:00,2.340863,Latency Anomaly
2024-11-21 04:00:00,2.34296,Latency Anomaly
2024-11-21 04:05:00,2.3499746,Latency Anomaly
2024-11-21 04:10:00,2.3599565,Latency Anomaly
2024-11-21 04:15:00,2.3720846,Latency Anomaly
2024-11-21 04:20:00,2.3846939,Latency Anomaly
2024-11-21 04:25:00,2.3916698,Latency Anomaly
2024-11-21 04:30:00,2.4028363,Latency Anomaly
2024-11-21 04:35:00,2.4040534,Latency Anomaly
2024-11-21 04:40:00,2.4169223,Latency Anomaly
2024-11-21 04:45:00,2.4287848,Latency Anomaly
2024-11-21 04:50:00,2.4349775,Latency Anomaly
2024-11-21 04:55:00,2.4323397,Latency Anomaly
2024-11-21 05:00:00,2.4297497,Latency Anomaly
2024-11-21 05:05:00,2.4306996,Latency Anomaly
2024-11-21 05:10:00,2.416614,Latency Anomaly
2024-11-21 05:15:00,2.4295099,Latency Anomaly
2024-11-21 05:20:00,2.4325545,Latency Anomaly
2024-11-21 05:25:00,2.4320502,Latency Anomaly
2024-11-21 05:30:00,2.441811,Latency Anomaly
2024-11-21 05:35:00,2.4387994,Latency Anomaly
2024-11-21 05:40:00,2.4340727,Other Anomaly
2024-11-21 05:45:00,2.4345353,Other Anomaly
2024-11-21 05:50:00,2.4369457,Latency Anomaly
2024-11-21 05:55:00,2.437398,Other Anomaly
2024-11-21 06:00:00,2.4282594,Other Anomaly
2024-11-21 06:05:00,2.418585,Other Anomaly
2024-11-21 06:10:00,2.403623,Other Anomaly
2024-11-21 06:15:00,2.3976154,Other Anomaly
2024-11-21 06:20:00,2.3916914,Other Anomaly
2024-11-21 06:25:00,2.3880856,Other Anomaly
2024-11-21 06:30:00,2.3754325,Other Anomaly
2024-11-21 06:35:00,2.3692663,Other Anomaly
2024-11-21 06:40:00,2.3594458,Other Anomaly
2024-11-21 06:45:00,2.3410587,Other Anomaly
2024-11-21 06:50:00,2.331427,Other Anomaly
2024-11-21 06:55:00,2.3146777,Other Anomaly
2024-11-21 07:00:00,2.2873855,Other Anomaly
2024-11-21 07:05:00,2.2733445,Other Anomaly
2024-11-21 07:10:00,2.2554448,Other Anomaly
2024-11-21 07:15:00,2.2233899,Other Anomaly
2024-11-21 07:20:00,2.2298944,Other Anomaly
2024-11-21 07:25:00,2.228524,Other Anomaly
2024-11-21 07:30:00,2.2188241,Other Anomaly
2024-11-21 07:35:00,2.208973,Other Anomaly
2024-11-21 07:40:00,2.20806,Other Anomaly
2024-11-21 07:45:00,2.1845899,Other Anomaly
2024-11-21 07:50:00,2.112235,Other Anomaly
2024-11-21 07:55:00,2.0818288,Other Anomaly
2024-11-21 08:00:00,2.072774,Other Anomaly
2024-11-21 08:05:00,2.0478761,Other Anomaly
2024-11-21 08:10:00,2.0424535,Other Anomaly
2024-11-21 08:15:00,2.0217152,Other Anomaly
2024-11-21 08:20:00,1.9316928,Other Anomaly
2024-11-21 08:25:00,1.922048,Other Anomaly
2024-11-21 08:30:00,1.8980205,Other Anomaly
2024-11-21 08:35:00,1.8791832,Other Anomaly
2024-11-21 08:40:00,1.8513273,Other Anomaly
2024-11-21 14:45:00,1.8557298,Other Anomaly
2024-11-21 14:50:00,1.8759507,Other Anomaly
2024-11-21 14:55:00,1.8829582,Other Anomaly
2024-11-21 15:00:00,1.8992985,Other Anomaly
2024-11-21 15:05:00,1.9176211,Other Anomaly
2024-11-21 15:10:00,1.9318861,Other Anomaly
2024-11-21 15:15:00,1.9438322,Other Anomaly
2024-11-21 15:20:00,1.9512078,Other Anomaly
2024-11-21 15:25:00,1.9681721,Other Anomaly
2024-11-21 15:30:00,1.9862506,Other Anomaly
2024-11-21 15:35:00,1.993859,Other Anomaly
2024-11-21 15:40:00,2.0072005,Other Anomaly
2024-11-21 15:45:00,2.0263138,Other Anomaly
2024-11-21 15:50:00,2.037729,Other Anomaly
2024-11-21 15:55:00,2.042637,Other Anomaly
2024-11-21 16:00:00,2.0545247,Other Anomaly
2024-11-21 16:05:00,2.0648608,Other Anomaly
2024-11-21 16:10:00,2.0676374,Other Anomaly
2024-11-21 16:15:00,2.083225,Other Anomaly
2024-11-21 16:20:00,2.0944269,Other Anomaly
2024-11-21 16:25:00,2.100396,Other Anomaly
2024-11-21 16:30:00,2.1084976,Other Anomaly
2024-11-21 16:35:00,2.116204,Other Anomaly
2024-11-21 16:40:00,2.1233678,Other Anomaly
2024-11-21 16:45:00,2.1292226,Other Anomaly
2024-11-21 16:50:00,2.137949,Other Anomaly
2024-11-21 16:55:00,2.1505127,Other Anomaly
2024-11-21 17:00:00,2.1518035,Other Anomaly
2024-11-21 17:05:00,2.1573384,Other Anomaly
2024-11-21 17:10:00,2.1510575,Other Anomaly
2024-11-21 17:15:00,2.1476223,Other Anomaly
2024-11-21 17:20:00,2.1499066,Other Anomaly
2024-11-21 17:25:00,2.1493216,Other Anomaly
2024-11-21 17:30:00,2.1432135,Other Anomaly
2024-11-21 17:35:00,2.1453764,Other Anomaly
2024-11-21 17:40:00,2.1456797,Other Anomaly
2024-11-21 17:45:00,2.1536405,Other Anomaly
2024-11-21 17:50:00,2.163228,Other Anomaly
2024-11-21 17:55:00,2.1619034,Other Anomaly
2024-11-21 18:00:00,2.1451297,Other Anomaly
2024-11-21 18:05:00,2.1330936,Other Anomaly
2024-11-21 18:10:00,2.128481,Other Anomaly
2024-11-21 18:15:00,2.1246455,Other Anomaly
2024-11-21 18:20:00,2.1124792,Other Anomaly
2024-11-21 18:25:00,2.1069856,Other Anomaly
2024-11-21 18:30:00,2.1025655,Other Anomaly
2024-11-21 18:35:00,2.0945108,Other Anomaly
2024-11-21 18:40:00,2.0880919,Other Anomaly
2024-11-21 18:45:00,2.082744,Other Anomaly
2024-11-21 18:50:00,2.075093,Other Anomaly
2024-11-21 18:55:00,2.0690124,Other Anomaly
2024-11-21 19:00:00,2.0559094,Other Anomaly
2024-11-21 19:05:00,2.0404024,Other Anomaly
2024-11-21 19:10:00,2.0345752,Other Anomaly
2024-11-21 19:15:00,2.0234637,Other Anomaly
2024-11-21 19:20:00,2.0046904,Other Anomaly
2024-11-21 19:25:00,1.9911017,Other Anomaly
2024-11-21 19:30:00,1.974301,Other Anomaly
2024-11-21 19:35:00,1.9607198,Other Anomaly
2024-11-21 19:40:00,1.9552101,Other Anomaly
2024-11-21 19:45:00,1.9378126,Other Anomaly
2024-11-21 19:50:00,1.92797,Other Anomaly
2024-11-21 19:55:00,1.9185736,Other Anomaly
2024-11-21 20:00:00,1.9062917,Other Anomaly
2024-11-21 20:05:00,1.9023855,Other Anomaly
2024-11-21 20:10:00,1.8864613,Other Anomaly
2024-11-21 20:15:00,1.8719654,Other Anomaly
2024-11-21 20:20:00,1.852236,Other Anomaly
2024-11-22 02:25:00,1.8534701,Other Anomaly
2024-11-22 02:30:00,1.878218,Other Anomaly
2024-11-22 02:35:00,1.8886518,Other Anomaly
2024-11-22 02:40:00,1.9171509,Other Anomaly
2024-11-22 02:45:00,1.9456222,Latency Anomaly
2024-11-22 02:50:00,1.9575465,Other Anomaly
2024-11-22 02:55:00,1.9608343,Other Anomaly
2024-11-22 03:00:00,1.9649857,Other Anomaly
2024-11-22 03:05:00,1.9882127,Other Anomaly
2024-11-22 03:10:00,2.0107648,Other Anomaly
2024-11-22 03:15:00,2.019657,Other Anomaly
2024-11-22 03:20:00,2.0304825,Other Anomaly
2024-11-22 03:25:00,2.0393393,Other Anomaly
2024-11-22 03:30:00,2.048734,Other Anomaly
2024-11-22 03:35:00,2.064358,Other Anomaly
2024-11-22 03:40:00,2.0708227,Other Anomaly
2024-11-22 03:45:00,2.0790102,Other Anomaly
2024-11-22 03:50:00,2.1142437,Other Anomaly
2024-11-22 03:55:00,2.1303055,Other Anomaly
2024-11-22 04:00:00,2.1735783,Other Anomaly
2024-11-22 04:05:00,2.173753,Other Anomaly
2024-11-22 04:10:00,2.1820126,Other Anomaly
2024-11-22 04:15:00,2.1978648,Other Anomaly
2024-11-22 04:20:00,2.216835,Other Anomaly
2024-11-22 04:25:00,2.240938,Other Anomaly
2024-11-22 04:30:00,2.258244,Other Anomaly
2024-11-22 04:35:00,2.2859113,Other Anomaly
2024-11-22 04:40:00,2.2884836,Other Anomaly
2024-11-22 04:45:00,2.310729,Other Anomaly
2024-11-22 04:50:00,2.3120656,Other Anomaly
2024-11-22 04:55:00,2.3256774,Latency Anomaly
2024-11-22 05:00:00,2.319146,Other Anomaly
2024-11-22 05:05:00,2.3047101,Other Anomaly
2024-11-22 05:10:00,2.308541,Other Anomaly
2024-11-22 05:15:00,2.3089764,Other Anomaly
2024-11-22 05:20:00,2.3225908,Latency Anomaly
2024-11-22 05:25:00,2.3371189,Latency Anomaly
2024-11-22 05:30:00,2.3383288,Latency Anomaly
2024-11-22 05:35:00,2.3378787,Latency Anomaly
2024-11-22 05:40:00,2.3277872,Latency Anomaly
2024-11-22 05:45:00,2.3332808,Latency Anomaly
2024-11-22 05:50:00,2.3295019,Latency Anomaly
2024-11-22 05:55:00,2.3204145,Latency Anomaly
2024-11-22 06:00:00,2.331978,Latency Anomaly
2024-11-22 06:05:00,2.3233953,Latency Anomaly
2024-11-22 06:10:00,2.3224592,Latency Anomaly
2024-11-22 06:15:00,2.3238714,Latency Anomaly
2024-11-22 06:20:00,2.31257,Latency Anomaly
2024-11-22 06:25:00,2.2879024,Latency Anomaly
2024-11-22 06:30:00,2.2520392,Latency Anomaly
2024-11-22 06:35:00,2.238974,Latency Anomaly
2024-11-22 06:40:00,2.2385087,Latency Anomaly
2024-11-22 06:45:00,2.2249048,Latency Anomaly
2024-11-22 06:50:00,2.2146401,Latency Anomaly
2024-11-22 06:55:00,2.2042654,Latency Anomaly
2024-11-22 07:00:00,2.1590526,Latency Anomaly
2024-11-22 07:05:00,2.1369138,Latency Anomaly
2024-11-22 07:10:00,2.1264138,Latency Anomaly
2024-11-22 07:15:00,2.0616276,Latency Anomaly
2024-11-22 07:20:00,2.0522113,Latency Anomaly
2024-11-22 07:25:00,2.0459921,Latency Anomaly
2024-11-22 07:30:00,2.0255382,Latency Anomaly
2024-11-22 07:35:00,2.0091798,Latency Anomaly
2024-11-22 07:40:00,1.9829916,Latency Anomaly
2024-11-22 07:45:00,1.9618486,Latency Anomaly
2024-11-22 07:50:00,1.9406012,Latency Anomaly
2024-11-22 07:55:00,1.9125454,Latency Anomaly
2024-11-22 08:00:00,1.8986309,Latency Anomaly
2024-11-22 08:05:00,1.8901148,Other Anomaly
2024-11-22 08:10:00,1.8722373,Latency Anomaly
2024-11-22 08:15:00,1.849472,Latency Anomaly
2024-11-22 08:30:00,1.7860888,Latency Anomaly
2024-11-22 08:55:00,1.6754521,Latency Anomaly
2024-11-22 09:00:00,1.6778293,Latency Anomaly
2024-11-22 09:05:00,1.6583868,Latency Anomaly
2024-11-22 09:10:00,1.6403944,Latency Anomaly
2024-11-22 09:15:00,1.6408143,Latency Anomaly
2024-11-22 09:20:00,1.6278604,Latency Anomaly
2024-11-22 09:25:00,1.6232529,Latency Anomaly
2024-11-22 09:30:00,1.6156982,Latency Anomaly
2024-11-22 09:35:00,1.6065317,Latency Anomaly
2024-11-22 09:40:00,1.6004856,Latency Anomaly
2024-11-22 09:45:00,1.5906714,Latency Anomaly
2024-11-22 14:35:00,1.8552725,Other Anomaly
2024-11-22 14:40:00,1.8651816,Other Anomaly
2024-11-22 14:45:00,1.8854923,Other Anomaly
2024-11-22 14:50:00,1.907749,Other Anomaly
2024-11-22 14:55:00,1.9193575,Other Anomaly
2024-11-22 15:00:00,1.9290059,Other Anomaly
2024-11-22 15:05:00,1.9409548,Other Anomaly
2024-11-22 15:10:00,1.950523,Other Anomaly
2024-11-22 15:15:00,1.9595488,Other Anomaly
2024-11-22 15:20:00,1.9686378,Other Anomaly
2024-11-22 15:25:00,1.9884424,Other Anomaly
2024-11-22 15:30:00,2.001462,Other Anomaly
2024-11-22 15:35:00,2.0103018,Other Anomaly
2024-11-22 15:40:00,2.02875,Other Anomaly
2024-11-22 15:45:00,2.0449421,Other Anomaly
2024-11-22 15:50:00,2.0637949,Other Anomaly
2024-11-22 15:55:00,2.0787237,Other Anomaly
2024-11-22 16:00:00,2.0890474,Other Anomaly
2024-11-22 16:05:00,2.1000283,Other Anomaly
2024-11-22 16:10:00,2.108093,Other Anomaly
2024-11-22 16:15:00,2.1145945,Other Anomaly
2024-11-22 16:20:00,2.1174812,Other Anomaly
2024-11-22 16:25:00,2.1243875,Other Anomaly
2024-11-22 16:30:00,2.1286993,Other Anomaly
2024-11-22 16:35:00,2.1435862,Other Anomaly
2024-11-22 16:40:00,2.156052,Other Anomaly
2024-11-22 16:45:00,2.166595,Other Anomaly
2024-11-22 16:50:00,2.1799917,Other Anomaly
2024-11-22 16:55:00,2.196696,Other Anomaly
2024-11-22 17:00:00,2.188343,Other Anomaly
2024-11-22 17:05:00,2.2005126,Other Anomaly
2024-11-22 17:10:00,2.204518,Other Anomaly
2024-11-22 17:15:00,2.20297,Other Anomaly
2024-11-22 17:20:00,2.204892,Other Anomaly
2024-11-22 17:25:00,2.20356,Other Anomaly
2024-11-22 17:30:00,2.2084868,Other Anomaly
2024-11-22 17:35:00,2.2061977,Other Anomaly
2024-11-22 17:40:00,2.2082212,Other Anomaly
2024-11-22 17:45:00,2.2057612,Other Anomaly
2024-11-22 17:50:00,2.2042325,Other Anomaly
2024-11-22 17:55:00,2.1918097,Other Anomaly
2024-11-22 18:00:00,2.1813061,Other Anomaly
2024-11-22 18:05:00,2.175962,Other Anomaly
2024-11-22 18:10:00,2.161032,Other Anomaly
2024-11-22 18:15:00,2.1638002,Other Anomaly
2024-11-22 18:20:00,2.1540132,Other Anomaly
2024-11-22 18:25:00,2.149637,Other Anomaly
2024-11-22 18:30:00,2.1443968,Other Anomaly
2024-11-22 18:35:00,2.1366134,Other Anomaly
2024-11-22 18:40:00,2.1249042,Other Anomaly
2024-11-22 18:45:00,2.1188369,Other Anomaly
2024-11-22 18:50:00,2.1108663,Other Anomaly
2024-11-22 18:55:00,2.0997405,Other Anomaly
2024-11-22 19:00:00,2.0808809,Other Anomaly
2024-11-22 19:05:00,2.0640607,Other Anomaly
2024-11-22 19:10:00,2.0527258,Other Anomaly
2024-11-22 19:15:00,2.04292,Other Anomaly
2024-11-22 19:20:00,2.029987,Other Anomaly
2024-11-22 19:25:00,2.0132508,Other Anomaly
2024-11-22 19:30:00,1.9996506,Other Anomaly
2024-11-22 19:35:00,1.9857967,Other Anomaly
2024-11-22 19:40:00,1.9828411,Other Anomaly
2024-11-22 19:45:00,1.970312,Other Anomaly
2024-11-22 19:50:00,1.95963,Other Anomaly
2024-11-22 19:55:00,1.9431143,Other Anomaly
2024-11-22 20:00:00,1.9257344,Other Anomaly
2024-11-22 20:05:00,1.905213,Other Anomaly
2024-11-22 20:10:00,1.8908728,Other Anomaly
2024-11-22 20:15:00,1.8705364,Other Anomaly
2024-11-22 20:20:00,1.8535494,Other Anomaly
2024-11-22 22:05:00,1.5271876,Latency Anomaly
2024-11-22 22:10:00,1.5146365,Latency Anomaly
2024-11-22 22:15:00,1.5066073,Latency Anomaly
2024-11-22 23:10:00,1.3901914,Latency Anomaly
2024-11-22 23:15:00,1.3803254,Latency Anomaly
2024-11-22 23:25:00,1.3621389,Latency Anomaly
2024-11-22 23:30:00,1.3546171,Latency Anomaly
2024-11-22 23:35:00,1.35061,Latency Anomaly
2024-11-22 23:40:00,1.3446171,Latency Anomaly
2024-11-22 23:45:00,1.3338186,Latency Anomaly
2024-11-22 23:50:00,1.3292866,Latency Anomaly
2024-11-22 23:55:00,1.3303877,Latency Anomaly
2024-11-23 00:00:00,1.339652,Latency Anomaly
2024-11-23 00:05:00,1.3474119,Latency Anomaly
2024-11-23 00:10:00,1.3508871,Latency Anomaly
2024-11-23 00:15:00,1.351404,Latency Anomaly
2024-11-23 00:20:00,1.3721249,Latency Anomaly
2024-11-23 00:25:00,1.3754535,Latency Anomaly
2024-11-23 00:30:00,1.3751501,Latency Anomaly
2024-11-23 00:35:00,1.3917562,Latency Anomaly
2024-11-23 00:40:00,1.4001046,Latency Anomaly
2024-11-23 00:45:00,1.4244077,Latency Anomaly
2024-11-23 00:50:00,1.4503616,Latency Anomaly
2024-11-23 00:55:00,1.4610648,Latency Anomaly
2024-11-23 01:00:00,1.4746025,Latency Anomaly
2024-11-23 01:10:00,1.5250744,Latency Anomaly
2024-11-23 01:15:00,1.5550008,Latency Anomaly
2024-11-23 01:20:00,1.5606847,Latency Anomaly
2024-11-23 01:25:00,1.5933069,Latency Anomaly
2024-11-23 01:30:00,1.624421,Latency Anomaly
2024-11-23 01:35:00,1.6556793,Latency Anomaly
2024-11-23 01:40:00,1.6797779,Latency Anomaly
2024-11-23 01:45:00,1.6937768,Latency Anomaly
2024-11-23 01:50:00,1.7004424,Latency Anomaly
2024-11-23 01:55:00,1.724801,Latency Anomaly
2024-11-23 02:00:00,1.7498122,Latency Anomaly
2024-11-23 02:05:00,1.8211836,Latency Anomaly
2024-11-23 02:10:00,1.850031,Latency Anomaly
2024-11-23 02:15:00,1.8849843,Latency Anomaly
2024-11-23 02:20:00,1.9664822,Latency Anomaly
2024-11-23 02:25:00,2.0290854,Latency Anomaly
2024-11-23 02:30:00,2.162618,Latency Anomaly
2024-11-23 02:35:00,2.259174,Latency Anomaly
2024-11-23 02:40:00,2.3634055,Latency Anomaly
2024-11-23 02:45:00,2.3916068,Latency Anomaly
2024-11-23 02:50:00,2.417886,Latency Anomaly
2024-11-23 02:55:00,2.425231,Latency Anomaly
2024-11-23 03:00:00,2.45872,Latency Anomaly
2024-11-23 03:05:00,2.4974961,Latency Anomaly
2024-11-23 03:10:00,2.5074701,Latency Anomaly
2024-11-23 03:15:00,2.5409088,Latency Anomaly
2024-11-23 03:20:00,2.595695,Latency Anomaly
2024-11-23 03:25:00,2.6111279,Latency Anomaly
2024-11-23 03:30:00,2.7160015,Latency Anomaly
2024-11-23 03:35:00,2.7291918,Latency Anomaly
2024-11-23 03:40:00,2.7619221,Latency Anomaly
2024-11-23 03:45:00,2.8066328,Latency Anomaly
2024-11-23 03:50:00,2.8625777,Latency Anomaly
2024-11-23 03:55:00,2.878766,Latency Anomaly
2024-11-23 04:00:00,2.8738782,Latency Anomaly
2024-11-23 04:05:00,2.8776195,Latency Anomaly
2024-11-23 04:10:00,2.8989608,Latency Anomaly
2024-11-23 04:15:00,2.9054892,Latency Anomaly
2024-11-23 04:20:00,2.9262686,Latency Anomaly
2024-11-23 04:25:00,2.9357755,Latency Anomaly
2024-11-23 04:30:00,2.9560294,Latency Anomaly
2024-11-23 04:35:00,2.9859855,Latency Anomaly
2024-11-23 04:40:00,2.9944108,Latency Anomaly
2024-11-23 04:45:00,3.008075,Latency Anomaly
2024-11-23 04:50:00,3.016507,Latency Anomaly
2024-11-23 04:55:00,3.0134556,Latency Anomaly
2024-11-23 05:00:00,3.0284455,Latency Anomaly
2024-11-23 05:05:00,3.0353749,Latency Anomaly
2024-11-23 05:10:00,3.0186925,Latency Anomaly
2024-11-23 05:15:00,3.0333645,Latency Anomaly
2024-11-23 05:20:00,3.0569878,Latency Anomaly
2024-11-23 05:25:00,3.066563,Latency Anomaly
2024-11-23 05:30:00,3.0730388,Latency Anomaly
2024-11-23 05:35:00,3.088988,Latency Anomaly
2024-11-23 05:40:00,3.0971708,Latency Anomaly
2024-11-23 05:45:00,3.102826,Latency Anomaly
2024-11-23 05:50:00,3.101804,Latency Anomaly
2024-11-23 05:55:00,3.0989864,Latency Anomaly
2024-11-23 06:00:00,3.0954304,Latency Anomaly
2024-11-23 06:05:00,3.0920942,Latency Anomaly
2024-11-23 06:10:00,3.0908058,Latency Anomaly
2024-11-23 06:15:00,3.0942712,Latency Anomaly
2024-11-23 06:20:00,3.0789444,Latency Anomaly
2024-11-23 06:25:00,3.0686269,Latency Anomaly
2024-11-23 06:30:00,3.0689387,Latency Anomaly
2024-11-23 06:35:00,3.0493765,Latency Anomaly
2024-11-23 06:40:00,3.0473306,Latency Anomaly
2024-11-23 06:45:00,3.013756,Latency Anomaly
2024-11-23 06:50:00,2.9893124,Latency Anomaly
2024-11-23 06:55:00,2.9899988,Latency Anomaly
2024-11-23 07:00:00,2.9794834,Latency Anomaly
2024-11-23 07:05:00,2.9484656,Latency Anomaly
2024-11-23 07:10:00,2.9335506,Latency Anomaly
2024-11-23 07:15:00,2.9043205,Latency Anomaly
2024-11-23 07:20:00,2.8959816,Latency Anomaly
2024-11-23 07:25:00,2.861768,Latency Anomaly
2024-11-23 07:30:00,2.8296807,Latency Anomaly
2024-11-23 07:35:00,2.7989728,Latency Anomaly
2024-11-23 07:40:00,2.756566,Latency Anomaly
2024-11-23 07:45:00,2.743247,Latency Anomaly
2024-11-23 07:50:00,2.7365725,Latency Anomaly
2024-11-23 07:55:00,2.716413,Latency Anomaly
2024-11-23 08:00:00,2.6882958,Other Anomaly
2024-11-23 08:05:00,2.624296,Latency Anomaly
2024-11-23 08:10:00,2.6006937,Other Anomaly
2024-11-23 08:15:00,2.565756,Other Anomaly
2024-11-23 08:20:00,2.48612,Other Anomaly
2024-11-23 08:25:00,2.4195924,Latency Anomaly
2024-11-23 08:30:00,2.292228,Other Anomaly
2024-11-23 08:35:00,2.198635,Other Anomaly
2024-11-23 08:40:00,2.0896,Other Anomaly
2024-11-23 08:45:00,2.0637226,Other Anomaly
2024-11-23 08:50:00,2.04346,Other Anomaly
2024-11-23 08:55:00,2.0436811,Other Anomaly
2024-11-23 09:00:00,2.015852,Other Anomaly
2024-11-23 09:05:00,1.9757681,Other Anomaly
2024-11-23 09:10:00,1.9638966,Other Anomaly
2024-11-23 09:15:00,1.931437,Other Anomaly
2024-11-23 09:20:00,1.879661,Other Anomaly
2024-11-23 09:25:00,1.8563992,Other Anomaly
2024-11-23 16:20:00,1.2312073,Latency Anomaly
2024-11-23 16:25:00,1.2335391,Latency Anomaly
2024-11-23 16:30:00,1.2436877,Latency Anomaly
2024-11-23 16:35:00,1.2464676,Latency Anomaly
2024-11-23 16:40:00,1.2452326,Latency Anomaly
2024-11-23 16:45:00,1.2363483,Latency Anomaly
2024-11-23 16:50:00,1.2354296,Latency Anomaly
2024-11-23 16:55:00,1.2337811,Latency Anomaly
2024-11-23 18:25:00,1.2303131,Latency Anomaly
2024-11-23 18:45:00,1.2192193,Latency Anomaly
2024-11-23 18:55:00,1.2077463,Latency Anomaly
2024-11-23 19:00:00,1.2067405,Latency Anomaly
2024-11-23 19:05:00,1.2047011,Latency Anomaly
2024-11-23 19:10:00,1.2167593,Latency Anomaly
2024-11-23 19:15:00,1.219115,Latency Anomaly
2024-11-23 19:20:00,1.2170057,Latency Anomaly
2024-11-23 19:30:00,1.2041074,Latency Anomaly
2024-11-23 19:35:00,1.2029237,Latency Anomaly
2024-11-23 19:40:00,1.2029868,Latency Anomaly
2024-11-23 19:55:00,1.2117383,Latency Anomaly
2024-11-23 20:20:00,1.2008247,Latency Anomaly
2024-11-23 20:25:00,1.1984757,Latency Anomaly
2024-11-23 20:30:00,1.2027645,Latency Anomaly
2024-11-23 20:35:00,1.2074872,Latency Anomaly
2024-11-23 20:40:00,1.2048085,Latency Anomaly
2024-11-23 20:45:00,1.2018944,Latency Anomaly
2024-11-23 20:50:00,1.1936141,Latency Anomaly
2024-11-23 20:55:00,1.190845,Latency Anomaly
2024-11-23 21:00:00,1.1900755,Latency Anomaly
2024-11-23 21:05:00,1.1834459,Latency Anomaly
2024-11-23 21:10:00,1.191105,Latency Anomaly
2024-11-24 01:45:00,1.8665016,Latency Anomaly
2024-11-24 01:50:00,1.867106,Other Anomaly
2024-11-24 01:55:00,1.8767599,Other Anomaly
2024-11-24 02:00:00,1.9294955,Other Anomaly
2024-11-24 02:05:00,1.967928,Other Anomaly
2024-11-24 02:10:00,2.0258646,Other Anomaly
2024-11-24 02:15:00,2.0403616,Other Anomaly
2024-11-24 02:20:00,2.0547028,Other Anomaly
2024-11-24 02:25:00,2.0675416,Other Anomaly
2024-11-24 02:30:00,2.0863936,Other Anomaly
2024-11-24 02:35:00,2.194318,Other Anomaly
2024-11-24 02:40:00,2.2125058,Other Anomaly
2024-11-24 02:45:00,2.2509615,Other Anomaly
2024-11-24 02:50:00,2.3051357,Other Anomaly
2024-11-24 02:55:00,2.3220956,Other Anomaly
2024-11-24 03:00:00,2.338352,Other Anomaly
2024-11-24 03:05:00,2.3824015,Other Anomaly
2024-11-24 03:10:00,2.3879538,Other Anomaly
2024-11-24 03:15:00,2.4000707,Other Anomaly
2024-11-24 03:20:00,2.4411972,Other Anomaly
2024-11-24 03:25:00,2.45592,Other Anomaly
2024-11-24 03:30:00,2.457673,Other Anomaly
2024-11-24 03:35:00,2.4641397,Other Anomaly
2024-11-24 03:40:00,2.5142944,Other Anomaly
2024-11-24 03:45:00,2.5330572,Other Anomaly
2024-11-24 03:50:00,2.5765111,Other Anomaly
2024-11-24 03:55:00,2.5939732,Other Anomaly
2024-11-24 04:00:00,2.6252182,Other Anomaly
2024-11-24 04:05:00,2.6278865,Other Anomaly
2024-11-24 04:10:00,2.6510541,Other Anomaly
2024-11-24 04:15:00,2.6809258,Other Anomaly
2024-11-24 04:20:00,2.699168,Other Anomaly
2024-11-24 04:25:00,2.7149267,Other Anomaly
2024-11-24 04:30:00,2.717649,Other Anomaly
2024-11-24 04:35:00,2.7271428,Other Anomaly
2024-11-24 04:40:00,2.7356815,Other Anomaly
2024-11-24 04:45:00,2.7446682,Other Anomaly
2024-11-24 04:50:00,2.7504103,Other Anomaly
2024-11-24 04:55:00,2.7774441,Other Anomaly
2024-11-24 05:00:00,2.8038957,Other Anomaly
2024-11-24 05:05:00,2.8124032,Other Anomaly
2024-11-24 05:10:00,2.818801,Other Anomaly
2024-11-24 05:15:00,2.8253798,Other Anomaly
2024-11-24 05:20:00,2.8249571,Other Anomaly
2024-11-24 05:25:00,2.818217,Other Anomaly
2024-11-24 05:30:00,2.8220367,Other Anomaly
2024-11-24 05:35:00,2.8254423,Other Anomaly
2024-11-24 05:40:00,2.8275225,Other Anomaly
2024-11-24 05:45:00,2.8468826,Other Anomaly
2024-11-24 05:50:00,2.8610308,Other Anomaly
2024-11-24 05:55:00,2.8622534,Other Anomaly
2024-11-24 06:00:00,2.854314,Other Anomaly
2024-11-24 06:05:00,2.8203185,Other Anomaly
2024-11-24 06:10:00,2.818492,Other Anomaly
